first,second,part,location,random
75.42397509,4.205485952,rundown,thetown,0.993642889
249.3367545,17.82424033,cowboy,thetown,0.993629653
255.804878,3.672340426,rundown,thetown,0.993542
310.4023525,3.914893617,moose,green,0.99349967
71.58553883,2.498183705,moose,green,0.993480388
121.57516,10.10456668,moose,green,0.99344297
298.7650925,37.70342501,bio,green,0.993304778
190.6540391,25.29891022,cowboy,thetown,0.99330092
304.5186695,42.10100823,bio,green,0.993299366
256.44283,8.002439024,rundown,thetown,0.993291621
247.3587615,42.92501297,bio,green,0.993273728
278.8299602,3.105345096,moose,green,0.993247781
112.5689327,9.592976994,moose,green,0.993175468
98.50302716,2.818629995,moose,green,0.993159487
278.8299602,23.79099637,moose,green,0.993136407
325.0754195,48.89543332,bio,green,0.993079167
293.4018336,0.777893098,moose,green,0.993054009
231.0204463,31.76774261,cowboy,thetown,0.993025755
163.7803148,24.15743198,trees,thetown,0.993018412
248.3567895,17.1219616,cowboy,thetown,0.992982739
190.7915586,2.582511676,moose,green,0.992890894
113.5606296,23.36429683,moose,green,0.992740959
74.92492648,48.28827193,bio,green,0.992734177
201.0121086,5.660482615,moose,green,0.99268546
165.8681574,7.869774025,rundown,thetown,0.992605287
163.3815949,17.72721847,cowboy,thetown,0.99246901
118.9641931,5.2991178,rundown,thetown,0.992306427
254.5289742,24.32147676,trees,thetown,0.992300137
102.1541602,11.040685,rundown,thetown,0.992295635
278.5061408,0.428775298,moose,green,0.992268478
183.5340401,20.80134925,cowboy,thetown,0.992241209
66.82944127,44.30124546,bio,green,0.991935852
295.0389206,26.9325228,trees,thetown,0.99182381
269.0141844,45.85962636,bio,green,0.991762129
284.4967999,28.36157239,moose,green,0.991738906
283.4760422,46.15993773,cowboy,thetown,0.991533422
280.4457706,40.19508736,cowboy,thetown,0.991450683
193.2058467,32.71510119,cowboy,thetown,0.991392666
160.433489,2.71743643,moose,green,0.99131236
147.4807127,23.52957966,moose,green,0.99128994
212.4241481,22.35635703,trees,thetown,0.991197453
43.75730842,1.486248054,moose,green,0.991193511
130.3542928,25.65775817,trees,thetown,0.991174537
245.4222107,29.94001038,cowboy,thetown,0.991152872
194.9404947,41.16424494,bio,green,0.991131581
277.2560111,28.45677218,cowboy,thetown,0.991118001
58.22798824,6.073689673,moose,green,0.991100445
182.5839474,32.01654385,cowboy,thetown,0.990993115
272.9607334,6.80734302,moose,green,0.990811009
64.06348383,21.35391801,moose,green,0.990700903
177.3190721,45.78779911,cowboy,thetown,0.990696589
282.3958736,41.25350757,cowboy,thetown,0.99057869
253.3291818,2.818629995,moose,green,0.990444394
187.1453036,34.21428819,cowboy,thetown,0.990423885
281.7786344,45.13465787,cowboy,thetown,0.990398602
99.00899498,44.13933576,bio,green,0.990358157
172.9774549,5.15557862,rundown,thetown,0.990309245
150.7023006,27.5955371,trees,thetown,0.990240073
285.4696419,25.24149455,trees,thetown,0.990224747
294.5149628,48.38946549,bio,green,0.989979174
234.752465,53.35603529,cowboy,thetown,0.989929408
114.6939976,25.68837571,moose,green,0.989923114
217.2885314,46.98130081,mountain,thetown,0.989823288
70.16882892,0.562856772,moose,green,0.98976593
137.0231395,26.81895334,trees,thetown,0.989757646
245.9006746,19.07887909,cowboy,thetown,0.989750012
234.672721,43.73572046,cowboy,thetown,0.989737243
266.4905726,33.94953814,trees,thetown,0.989664817
170.1598339,37.03563051,trees,thetown,0.98942947
44.87043764,4.285936689,moose,green,0.989296349
301.3961252,45.73819408,bio,green,0.989151825
130.7663034,10.16988064,rundown,thetown,0.989142534
343.9986162,21.32018682,moose,green,0.989041963
254.7682062,48.28910223,mountain,thetown,0.988964667
232.7579756,2.093409445,moose,green,0.988789071
166.4191159,34.31578053,trees,thetown,0.988719256
302.8128351,43.24883238,bio,green,0.988693679
154.4502681,52.8265352,mountain,thetown,0.988681471
289.9125213,26.81632441,cowboy,thetown,0.988606751
188.2617194,29.27016087,cowboy,thetown,0.98843525
205.2294682,22.72052125,trees,thetown,0.988134343
65.81750562,48.89543332,bio,green,0.988011215
270.1527778,39.03981481,cowboy,thetown,0.987931214
48.51340599,3.594447327,moose,green,0.987922193
124.0038056,11.87545407,moose,green,0.987860223
71.3831517,0.828489881,moose,green,0.987847035
74.0141844,2.39699014,moose,green,0.987788759
333.5756789,0.305656461,moose,green,0.987756366
202.8335928,40.96185781,bio,green,0.987723482
119.6891384,8.20904845,rundown,thetown,0.987683259
77.23815084,3.367319668,rundown,thetown,0.987666739
79.35136655,3.528801245,rundown,thetown,0.987609816
121.8577606,49.03072133,mountain,thetown,0.987491495
298.2591247,4.218474312,moose,green,0.987486857
320.1169348,3.476388168,moose,green,0.987479816
173.8812201,17.16502335,cowboy,thetown,0.987424375
343.9986162,12.75246497,moose,green,0.987299311
125.3699187,23.09107421,moose,green,0.987294506
290.6530012,37.94630687,cowboy,thetown,0.987242261
281.0837225,48.74364297,cowboy,thetown,0.987215648
182.4936862,1.300726518,moose,green,0.987207598
246.0326147,54.86798132,mountain,thetown,0.987175823
331.248227,17.35677218,moose,green,0.987047484
114.0868362,20.86481578,moose,green,0.98700463
270.2285072,0.94654904,moose,green,0.986930343
176.4596091,28.07400104,trees,thetown,0.986714618
214.2684657,3.425791386,moose,green,0.986699928
108.4659936,23.79482946,moose,green,0.986686968
323.2539353,15.62804878,moose,green,0.986636936
294.197984,46.94287871,cowboy,thetown,0.986601457
153.4135963,11.90192008,rundown,thetown,0.986436771
260.6692614,50.51395952,mountain,thetown,0.986258658
156.0565399,9.078982875,rundown,thetown,0.986250028
228.0104732,36.35577676,cowboy,thetown,0.986233288
181.0769763,8.687856772,moose,green,0.986132186
222.7687251,3.071613908,moose,green,0.986126979
132.9088393,13.59574468,moose,green,0.98593227
348.7547137,8.491091507,moose,green,0.985824037
305.4056392,9.940217955,rundown,thetown,0.985703394
253.4923024,18.52067116,cowboy,thetown,0.985638257
59.44231102,7.810845874,moose,green,0.985513683
227.2130333,37.88686135,cowboy,thetown,0.985465012
234.9916969,20.72160526,cowboy,thetown,0.985322151
181.4834804,28.29728421,cowboy,thetown,0.985305349
299.4936862,1.162428646,moose,green,0.98524825
210.2207231,18.21691749,moose,green,0.985217693
290.0150493,41.07227123,cowboy,thetown,0.985117084
189.7333585,41.21871019,cowboy,thetown,0.985084033
192.8868708,24.23432797,cowboy,thetown,0.985079769
125.3867843,42.70576025,bio,green,0.985010888
261.7059332,30.13139595,trees,thetown,0.984947011
294.7996886,45.15516347,cowboy,thetown,0.98492021
215.5637433,13.7296575,moose,green,0.984868569
247.3360664,48.9541671,mountain,thetown,0.984808393
291.3479131,44.31443398,cowboy,thetown,0.984763949
229.5691057,17.69133368,cowboy,thetown,0.984762461
37.07853313,1.309159315,moose,green,0.9846484
333.6768725,15.07148417,moose,green,0.98454527
329.1231621,41.81188376,bio,green,0.984526655
303.7879754,33.59684187,cowboy,thetown,0.984474205
295.7292856,46.12272963,bio,green,0.984472306
242.3281439,36.11219512,cowboy,thetown,0.984467183
251.9612178,45.52836533,mountain,thetown,0.984396717
119.5512887,15.19797613,moose,green,0.984371352
59.54350458,22.97723145,moose,green,0.984328048
142.3198409,39.78801245,bio,green,0.984310405
96.98512368,38.11831863,bio,green,0.98414832
334.1134752,4.549524304,rundown,thetown,0.984119429
252.383136,28.08125049,trees,thetown,0.98410522
233.9000173,1.199532953,moose,green,0.984097954
290.7708009,17.79527763,moose,green,0.984049331
348.1475523,3.927542813,moose,green,0.984017659
269.6005881,17.71525688,cowboy,thetown,0.98399667
63.62186473,13.76792942,rundown,thetown,0.983895475
140.3355821,23.54226407,trees,thetown,0.98375025
61.95191143,15.33964712,moose,green,0.983619325
103.3603183,17.98079917,moose,green,0.983526595
69.15689327,5.635184224,moose,green,0.983456591
289.0581214,40.84898806,cowboy,thetown,0.983392935
305.1258309,42.86718808,bio,green,0.983387619
121.9799343,23.27237935,moose,green,0.983375068
68.40650407,3.672340426,rundown,thetown,0.983311114
200.3037537,15.69551116,moose,green,0.9832211
190.0160872,27.6593323,cowboy,thetown,0.98320209
149.9093582,15.33290088,moose,green,0.983183785
325.0754195,20.85216658,moose,green,0.98314558
211.3874762,19.44570144,cowboy,thetown,0.983134616
323.9622903,12.41515309,moose,green,0.983069056
176.5393531,26.76847802,trees,thetown,0.983052534
195.3589344,11.25257617,rundown,thetown,0.983032916
187.0655596,54.9636741,mountain,thetown,0.982921968
89.80038056,3.054748313,moose,green,0.982851739
246.2022636,13.22470161,moose,green,0.982821337
284.911434,46.67029926,cowboy,thetown,0.982763125
253.0935824,5.469997776,rundown,thetown,0.982722096
190.973015,27.56363951,cowboy,thetown,0.982698248
201.8891195,42.94187857,bio,green,0.982669428
297.8299602,21.44727556,cowboy,thetown,0.982493638
206.4433489,19.89226777,cowboy,thetown,0.982465247
300.7215015,42.78165542,bio,green,0.982418484
287.4632417,44.74049472,cowboy,thetown,0.9824102
49.72772877,5.61831863,moose,green,0.982407396
204.5538834,4.589517385,moose,green,0.982363923
126.4324511,9.429942916,moose,green,0.982315526
327.6052586,12.43201868,moose,green,0.982263396
66.82944127,42.27737416,bio,green,0.98224937
324.0634838,48.89543332,bio,green,0.982214329
279.0466261,24.02010662,cowboy,thetown,0.982183664
328.21242,9.986507525,moose,green,0.982165492
71.78792596,43.73456149,bio,green,0.982096206
228.2502628,6.863326813,rundown,thetown,0.982003181
251.5076976,9.851582771,moose,green,0.981994885
184.33148,55.41479724,mountain,thetown,0.981886586
334.7348052,5.110817569,moose,green,0.981860185
126.5336447,39.60586404,bio,green,0.981848942
326.0873551,41.30591593,bio,green,0.981838908
171.1965058,37.43594534,trees,thetown,0.981789791
74.0141844,7.861442657,moose,green,0.981656597
298.8666321,20.37073171,cowboy,thetown,0.981555889
275.5016433,30.17924235,cowboy,thetown,0.981448824
164.3800381,41.60949663,bio,green,0.981419681
343.1890676,1.941619097,moose,green,0.981381556
81.30012109,3.408925791,moose,green,0.981245983
243.6605966,4.086922678,moose,green,0.981238138
271.0380557,43.83575506,bio,green,0.981006956
326.1885487,20.10586404,moose,green,0.980982037
154.5300121,13.67223664,rundown,thetown,0.980868933
239.8704376,4.585300986,moose,green,0.980792193
349.2606815,9.345614946,moose,green,0.980671333
70.60733437,22.88868708,moose,green,0.980570358
108.2176094,12.78619616,moose,green,0.980529698
210.0318284,45.31465144,mountain,thetown,0.980486334
86.15741221,4.724442138,moose,green,0.98044283
89.80038056,4.876232486,moose,green,0.980383661
222.8699187,34.7283342,bio,green,0.980354436
197.368483,38.18155163,trees,thetown,0.980224617
249.026639,46.51081128,mountain,thetown,0.980179973
240.0525861,24.80124546,moose,green,0.980178248
222.4651444,46.16320706,bio,green,0.980174176
189.7768552,51.63834977,mountain,thetown,0.98014786
340.8119702,10.82879383,rundown,thetown,0.980055901
49.12056738,12.43201868,moose,green,0.979983101
321.984416,15.33136765,moose,green,0.979793929
94.96125238,41.60949663,bio,green,0.979661385
253.6517903,53.32094793,mountain,thetown,0.979627059
339.4159933,17.51820001,moose,green,0.979585977
236.0602664,3.739325376,rundown,thetown,0.979485556
228.4355648,23.67293721,moose,green,0.979441297
166.1726345,38.22427163,trees,thetown,0.979229968
235.3469202,34.34622824,cowboy,thetown,0.979197956
233.7955371,24.48552154,trees,thetown,0.979089043
71.58553883,6.14115205,moose,green,0.978974728
295.9161045,33.4008995,cowboy,thetown,0.978943005
226.7152742,38.06772185,bio,green,0.978856394
115.9083204,0.385768033,moose,green,0.978830557
63.49005362,23.31032693,moose,green,0.978826798
226.4116935,3.088479502,moose,green,0.978766903
319.1049991,14.13544369,moose,green,0.978704916
320.1169348,19.53243383,moose,green,0.978696771
154.3705241,10.99283861,rundown,thetown,0.978657946
82.51444387,5.837571354,moose,green,0.978645173
180.4468085,23.48074728,cowboy,thetown,0.978638066
203.4928213,9.653139595,rundown,thetown,0.978550824
146.5556132,7.356512714,rundown,thetown,0.978525914
103.3053734,30.53156579,trees,thetown,0.978516665
228.6121778,21.59878914,cowboy,thetown,0.978503623
149.504584,2.59937727,moose,green,0.978473958
72.79986162,4.825635703,moose,green,0.978234612
224.89379,34.78905034,bio,green,0.978224526
144.3437122,41.30591593,bio,green,0.978132759
331.8277901,21.71116196,moose,green,0.978093856
282.6786023,42.95422937,cowboy,thetown,0.97804137
150.5906591,9.394769071,rundown,thetown,0.977912026
150.3833247,22.91342575,trees,thetown,0.977789381
106.4298564,8.879000173,moose,green,0.977717802
132.5206712,25.27840463,trees,thetown,0.977695887
283.4848642,21.42138038,moose,green,0.977678509
146.3675835,46.87156201,bio,green,0.977583445
211.3874762,18.297388,cowboy,thetown,0.977555366
133.7183878,3.526984951,moose,green,0.977429023
199.9043418,5.239309808,rundown,thetown,0.977377504
118.4381595,16.80442398,moose,green,0.977171973
144.3437122,47.37752984,bio,green,0.977136829
226.4590901,45.25085625,cowboy,thetown,0.97699033
222.4718907,21.25588998,cowboy,thetown,0.976728429
75.32970074,20.25765439,moose,green,0.976726898
201.3264429,10.98486421,rundown,thetown,0.976647205
189.0591593,38.53641239,cowboy,thetown,0.976544167
329.1231621,42.82381941,bio,green,0.97650388
267.8462204,30.63378308,trees,thetown,0.976503074
331.8806435,8.217747794,rundown,thetown,0.976361765
134.5142709,47.69102231,mountain,thetown,0.976295036
263.221069,18.12195122,cowboy,thetown,0.976275047
179.9638471,5.09548521,moose,green,0.976245975
279.5366892,25.45201868,cowboy,thetown,0.976218985
261.3470853,23.45682408,trees,thetown,0.976188206
289.2176094,36.17599031,cowboy,thetown,0.976170479
304.9654983,22.15273388,moose,green,0.976150846
307.6384709,11.32092816,rundown,thetown,0.976082483
174.6710653,16.55669064,cowboy,thetown,0.97606982
283.6013542,26.69329083,cowboy,thetown,0.97606157
188.2617194,19.12672548,cowboy,thetown,0.976052325
120.0806089,49.23273943,mountain,thetown,0.975982608
270.6332814,39.28204463,bio,green,0.975812636
55.79934267,3.543850545,moose,green,0.97576503
159.7399527,26.08040131,trees,thetown,0.975733233
247.8304792,24.69057751,trees,thetown,0.975681558
203.9712852,51.44430606,mountain,thetown,0.97545448
64.41930462,8.409133368,rundown,thetown,0.975441325
299.6109093,23.48606354,trees,thetown,0.975385185
283.1570663,53.62397509,cowboy,thetown,0.975313526
295.5971285,31.29565819,cowboy,thetown,0.975274808
156.0012109,15.18785677,moose,green,0.975273661
129.1714236,23.77466083,trees,thetown,0.975219844
151.1670497,17.56156869,moose,green,0.97505717
261.2274693,24.58121432,trees,thetown,0.975053416
145.3556478,48.89543332,bio,green,0.975038422
249.3456149,52.74679121,mountain,thetown,0.97496487
277.2560111,36.49496627,cowboy,thetown,0.974951341
246.0761114,51.32734821,mountain,thetown,0.974950002
242.009168,17.93056565,cowboy,thetown,0.974925287
239.9860874,13.18856105,moose,green,0.974905339
190.4879779,43.99766476,bio,green,0.974839492
119.283169,29.74862481,trees,thetown,0.974764216
168.7244421,26.67278523,trees,thetown,0.974707176
230.1045296,47.17154719,cowboy,thetown,0.974664038
280.6054473,20.52443742,moose,green,0.974654615
68.72548002,11.54785677,rundown,thetown,0.974523512
67.84137692,46.26440062,bio,green,0.974466854
335.9031309,4.218474312,moose,green,0.974423223
290.973188,2.262065387,moose,green,0.974296317
41.27346637,4.724442138,moose,green,0.97415269
327.3016779,23.37778931,moose,green,0.974147683
252.4556305,4.202068352,rundown,thetown,0.974145527
270.6332814,44.84769071,bio,green,0.974023544
230.0293634,35.91103399,bio,green,0.97401098
338.3777736,3.960890692,moose,green,0.973908443
69.86524823,40.69875454,bio,green,0.97380658
225.7776415,52.73229231,mountain,thetown,0.973722894
148.2902612,3.746237675,moose,green,0.973713976
301.8741197,33.3576099,cowboy,thetown,0.97358122
341.6094101,7.137786344,rundown,thetown,0.973569628
181.0769763,2.936689154,moose,green,0.97354982
225.2629303,37.64327971,cowboy,thetown,0.97349574
224.3060024,25.21119184,trees,thetown,0.973491285
49.72772877,0.761027504,moose,green,0.973448676
344.4033904,9.008303062,moose,green,0.973380754
177.7717602,18.49602302,cowboy,thetown,0.973310048
162.3561668,41.71069019,bio,green,0.973296401
189.7796229,1.14893617,moose,green,0.973286692
121.57516,12.81149455,moose,green,0.973209137
248.787407,22.5648306,trees,thetown,0.973205122
196.7145823,34.34187857,cowboy,thetown,0.973195469
300.7007438,5.490503373,rundown,thetown,0.973131602
185.3909358,45.76121778,cowboy,thetown,0.973105961
296.6147293,49.38875195,bio,green,0.973094113
130.4801937,16.19304619,moose,green,0.973024895
117.8477772,6.973741567,rundown,thetown,0.972863903
197.8672454,30.44892202,cowboy,thetown,0.972830039
323.557516,8.772184743,moose,green,0.972815271
260.9084933,22.5750834,trees,thetown,0.972785585
68.44853832,24.36864297,moose,green,0.972661996
237.2245286,18.18574641,cowboy,thetown,0.972647953
183.4770801,30.35467912,cowboy,thetown,0.97263132
167.7194257,2.970420343,moose,green,0.972488738
254.1387303,9.682926829,moose,green,0.97248861
101.1340599,28.3531396,moose,green,0.972426169
97.47085279,13.08303062,moose,green,0.972373706
313.5595918,16.65516347,moose,green,0.972337679
153.1816138,7.948068123,rundown,thetown,0.972313219
49.52534164,16.82550597,moose,green,0.972263385
252.7746065,11.37560976,rundown,thetown,0.972225578
173.0320879,7.469317592,moose,green,0.972207324
174.8647293,17.14907455,cowboy,thetown,0.972196129
194.7209825,26.25583809,cowboy,thetown,0.972156744
173.7910396,3.898028023,moose,green,0.97211169
109.0759384,26.9256876,trees,thetown,0.971986547
344.8081647,0.42371562,moose,green,0.971932888
65.51392493,6.883238194,moose,green,0.971920036
216.5708355,24.82728149,trees,thetown,0.971849595
168.2459782,24.7589295,trees,thetown,0.971847957
326.8969036,15.79248832,moose,green,0.971755324
227.6260163,2.009081474,moose,green,0.971675798
145.3556478,40.79994811,bio,green,0.97166704
186.994676,23.91136482,trees,thetown,0.971501759
224.4654904,16.72244421,cowboy,thetown,0.971472984
204.3514963,38.24481059,bio,green,0.971419863
226.7152742,40.09159315,bio,green,0.971384417
70.3203598,14.43777893,rundown,thetown,0.971323857
225.7413942,27.56363951,cowboy,thetown,0.971237909
340.5580349,7.153087701,moose,green,0.971237164
116.0095139,22.45861443,moose,green,0.97119532
280.9145477,9.146600934,moose,green,0.971189475
243.6837917,22.33926903,trees,thetown,0.971106253
244.2419997,35.569936,cowboy,thetown,0.971017917
225.5515482,34.19706798,bio,green,0.971012051
293.5237848,38.60020758,cowboy,thetown,0.9710105
121.9799343,15.8557343,moose,green,0.971004886
114.7951911,44.48339388,bio,green,0.970962731
267.9259644,26.78214842,trees,thetown,0.970909303
343.1890676,2.548780488,moose,green,0.970865878
225.5819062,34.27808338,cowboy,thetown,0.970844345
184.27452,34.61300813,cowboy,thetown,0.970781159
111.345575,27.35630514,trees,thetown,0.970604111
203.7958485,18.81093928,cowboy,thetown,0.970567054
84.94308943,18.59639336,moose,green,0.970523949
138.9804532,7.844577063,moose,green,0.970503298
274.4214747,47.23865641,cowboy,thetown,0.970489659
163.4613389,35.50386241,trees,thetown,0.970284291
287.7822176,28.04210344,cowboy,thetown,0.970170443
191.9299429,35.96865594,cowboy,thetown,0.970080274
125.6229026,6.039958485,moose,green,0.97005777
52.15637433,6.697716658,moose,green,0.970038798
216.292337,17.82900882,moose,green,0.969981685
176.6553443,38.89598528,cowboy,thetown,0.969925294
269.7600761,31.1999654,cowboy,thetown,0.96984848
279.6483307,44.97972669,cowboy,thetown,0.969817345
195.5476561,44.84769071,bio,green,0.969807957
335.2666959,10.41868189,rundown,thetown,0.969693367
186.8263276,40.5619097,cowboy,thetown,0.969689527
129.265871,24.23793461,moose,green,0.969689261
194.8007265,39.25410829,cowboy,thetown,0.969647796
191.6011071,7.288012455,moose,green,0.969585782
217.6437546,17.27376516,cowboy,thetown,0.969536767
173.2850718,41.38687078,bio,green,0.969458585
325.5813873,29.2132849,moose,green,0.969457212
247.3385227,8.180202387,moose,green,0.969355288
151.9782045,6.864378382,rundown,thetown,0.969267523
85.6716831,8.807602491,moose,green,0.969264096
61.87095658,5.584587442,moose,green,0.969213149
124.1049991,0.980280228,moose,green,0.96920307
279.7280747,21.94966269,cowboy,thetown,0.969199253
194.4817506,52.31617367,mountain,thetown,0.969170786
215.8531396,40.38647293,cowboy,thetown,0.96916757
329.9327106,49.40140114,bio,green,0.969049846
321.3312576,2.447586923,moose,green,0.96886732
97.99705933,40.59756098,bio,green,0.968822006
56.81127833,11.09963674,moose,green,0.968811617
327.0992908,39.78801245,bio,green,0.968809164
328.1112264,45.35365854,bio,green,0.968775756
205.0079571,31.37540218,cowboy,thetown,0.968774664
192.0894309,30.19519114,cowboy,thetown,0.968664155
147.4807127,22.92241827,moose,green,0.968648459
205.406677,33.17989473,trees,thetown,0.96864358
304.6309833,33.29609311,cowboy,thetown,0.968509404
124.0038056,11.26829268,moose,green,0.968469751
211.8499914,7.777560976,rundown,thetown,0.968401285
146.7151012,10.70576025,rundown,thetown,0.968061423
82.10966961,0.373118838,moose,green,0.968004026
303.364193,24.29413596,trees,thetown,0.967927466
287.6227296,18.21764401,cowboy,thetown,0.967895543
142.5424667,13.39673067,moose,green,0.967886308
260.4433201,29.48546964,trees,thetown,0.967823223
236.8258087,28.85017586,cowboy,thetown,0.967766768
277.734475,38.64805397,cowboy,thetown,0.96772861
279.7280747,5.018874639,rundown,thetown,0.967695237
198.63983,29.26332567,cowboy,thetown,0.967655361
227.8147379,51.00438505,cowboy,thetown,0.967637144
283.1570663,53.04981837,cowboy,thetown,0.967475944
215.2151877,51.64632417,mountain,thetown,0.967471549
58.22798824,3.037882719,moose,green,0.967448621
272.5511157,46.89358243,cowboy,thetown,0.967394218
274.9206514,33.77455705,cowboy,thetown,0.967308847
226.6983221,52.90229199,mountain,thetown,0.967283823
249.9835669,46.87763363,mountain,thetown,0.967219777
78.77028196,43.28930981,bio,green,0.967198758
